fid_unique,fid,year,Nom,commune,governance,type_pasto,elevation_mean,aspect_mean,slope_mean,NDVI_mean,SAVI_mean,MSAVI_mean,NDRE_mean,MNDWI_mean,NDVI_stdDev,SAVI_stdDev,MSAVI_stdDev,MNDWI_stdDev,NDRE_stdDev,NDVI_max,NDVI_min,SAVI_max,SAVI_min,MSAVI_max,MSAVI_min,NDRE_max,NDRE_min,MNDWI_max,MNDWI_min,.geo
43,8,2017,P2-LDT,Pontones,strict,LDT,1697.769545,178.8396412,6.127624325,0.3500214192,0.216043783,0.1917892684,0.2235068439,-0.4919882018,0.07407593726,0.04105700055,0.03894577701,0.05268336417,0.04653564503,0.6801305413,0.1802754998,0.4014565316,0.1353282046,0.3817365522,0.1207893369,0.4135477841,0.09776357561,-0.3137255013,-0.6632860303,"{""type"":""Polygon"",""coordinates"":[[[-2.7532451639713607,38.03185124314763],[-2.753138176442469,38.03129382820343],[-2.7528126594599884,38.030790003377504],[-2.7523132644458554,38.030388674583065],[-2.751675607664704,38.03013452117373],[-2.7509710669561613,38.03004088710255],[-2.750266536799009,38.03013001685811],[-2.7496333114554616,38.030384190616765],[-2.749124991043807,38.03078109831754],[-2.74879950182946,38.03128493440179],[-2.748687968954586,38.03184236261474],[-2.7487995018294606,38.03239975321879],[-2.7491205114708683,38.03289916449324],[-2.749624428138974,38.033300467361435],[-2.7502575774361353,38.03355908150495],[-2.7509621074591077,38.0336482760968],[-2.7516666480334715,38.033559064534124],[-2.752299824817489,38.0333048920024],[-2.752808179535891,38.0329080651718],[-2.753133696487375,38.032408668098],[-2.7532451639713607,38.03185124314763]]]}"
44,8,2018,P2-LDT,Pontones,strict,LDT,1697.769545,178.8396412,6.127624325,0.3135719449,0.1975461004,0.1755273202,0.1992983319,-0.4838590567,0.0647617175,0.03564542977,0.03311069883,0.04444530503,0.04035431667,0.6132851839,0.183504045,0.3352564103,0.1293898717,0.3143965368,0.114284448,0.37023139,0.0870821327,-0.3282793462,-0.6430972219,"{""type"":""Polygon"",""coordinates"":[[[-2.7532451639713607,38.03185124314763],[-2.753138176442469,38.03129382820343],[-2.7528126594599884,38.030790003377504],[-2.7523132644458554,38.030388674583065],[-2.751675607664704,38.03013452117373],[-2.7509710669561613,38.03004088710255],[-2.750266536799009,38.03013001685811],[-2.7496333114554616,38.030384190616765],[-2.749124991043807,38.03078109831754],[-2.74879950182946,38.03128493440179],[-2.748687968954586,38.03184236261474],[-2.7487995018294606,38.03239975321879],[-2.7491205114708683,38.03289916449324],[-2.749624428138974,38.033300467361435],[-2.7502575774361353,38.03355908150495],[-2.7509621074591077,38.0336482760968],[-2.7516666480334715,38.033559064534124],[-2.752299824817489,38.0333048920024],[-2.752808179535891,38.0329080651718],[-2.753133696487375,38.032408668098],[-2.7532451639713607,38.03185124314763]]]}"
45,8,2019,P2-LDT,Pontones,strict,LDT,1697.769545,178.8396412,6.127624325,0.3208685417,0.2078463979,0.1857442873,0.2008811543,-0.4843500391,0.06619864345,0.03670290959,0.03423824707,0.04555854184,0.04112565207,0.6632626057,0.1918267459,0.3623593302,0.1440101907,0.3377966507,0.1304695892,0.3961432874,0.089110367,-0.332880944,-0.6334243417,"{""type"":""Polygon"",""coordinates"":[[[-2.7532451639713607,38.03185124314763],[-2.753138176442469,38.03129382820343],[-2.7528126594599884,38.030790003377504],[-2.7523132644458554,38.030388674583065],[-2.751675607664704,38.03013452117373],[-2.7509710669561613,38.03004088710255],[-2.750266536799009,38.03013001685811],[-2.7496333114554616,38.030384190616765],[-2.749124991043807,38.03078109831754],[-2.74879950182946,38.03128493440179],[-2.748687968954586,38.03184236261474],[-2.7487995018294606,38.03239975321879],[-2.7491205114708683,38.03289916449324],[-2.749624428138974,38.033300467361435],[-2.7502575774361353,38.03355908150495],[-2.7509621074591077,38.0336482760968],[-2.7516666480334715,38.033559064534124],[-2.752299824817489,38.0333048920024],[-2.752808179535891,38.0329080651718],[-2.753133696487375,38.032408668098],[-2.7532451639713607,38.03185124314763]]]}"
46,8,2020,P2-LDT,Pontones,strict,LDT,1697.769545,178.8396412,6.127624325,0.3890561594,0.2443828545,0.2202429752,0.2403507577,-0.4657224605,0.07635501679,0.04555217638,0.04470937331,0.04344486599,0.04643758681,0.6854460239,0.2319915295,0.4642118329,0.1673314974,0.4572195401,0.1486614671,0.4390875995,0.1307220459,-0.2927741706,-0.6174299121,"{""type"":""Polygon"",""coordinates"":[[[-2.7532451639713607,38.03185124314763],[-2.753138176442469,38.03129382820343],[-2.7528126594599884,38.030790003377504],[-2.7523132644458554,38.030388674583065],[-2.751675607664704,38.03013452117373],[-2.7509710669561613,38.03004088710255],[-2.750266536799009,38.03013001685811],[-2.7496333114554616,38.030384190616765],[-2.749124991043807,38.03078109831754],[-2.74879950182946,38.03128493440179],[-2.748687968954586,38.03184236261474],[-2.7487995018294606,38.03239975321879],[-2.7491205114708683,38.03289916449324],[-2.749624428138974,38.033300467361435],[-2.7502575774361353,38.03355908150495],[-2.7509621074591077,38.0336482760968],[-2.7516666480334715,38.033559064534124],[-2.752299824817489,38.0333048920024],[-2.752808179535891,38.0329080651718],[-2.753133696487375,38.032408668098],[-2.7532451639713607,38.03185124314763]]]}"
47,8,2021,P2-LDT,Pontones,strict,LDT,1697.769545,178.8396412,6.127624325,0.3847591592,0.238370095,0.2135229255,0.2427527811,-0.4849317687,0.06804544679,0.03468660444,0.03309866378,0.04590010341,0.0406574415,0.6809017062,0.2389041185,0.3938372161,0.177280025,0.3742067116,0.1611683219,0.4170587957,0.1479744762,-0.2916772068,-0.6378573775,"{""type"":""Polygon"",""coordinates"":[[[-2.7532451639713607,38.03185124314763],[-2.753138176442469,38.03129382820343],[-2.7528126594599884,38.030790003377504],[-2.7523132644458554,38.030388674583065],[-2.751675607664704,38.03013452117373],[-2.7509710669561613,38.03004088710255],[-2.750266536799009,38.03013001685811],[-2.7496333114554616,38.030384190616765],[-2.749124991043807,38.03078109831754],[-2.74879950182946,38.03128493440179],[-2.748687968954586,38.03184236261474],[-2.7487995018294606,38.03239975321879],[-2.7491205114708683,38.03289916449324],[-2.749624428138974,38.033300467361435],[-2.7502575774361353,38.03355908150495],[-2.7509621074591077,38.0336482760968],[-2.7516666480334715,38.033559064534124],[-2.752299824817489,38.0333048920024],[-2.752808179535891,38.0329080651718],[-2.753133696487375,38.032408668098],[-2.7532451639713607,38.03185124314763]]]}"
48,8,2022,P2-LDT,Pontones,strict,LDT,1697.769545,178.8396412,6.127624325,0.3200178617,0.2042487426,0.181915268,0.2005047669,-0.4950991161,0.05923265899,0.03298486425,0.03080950755,0.04223940255,0.03683436527,0.5409207344,0.1873310208,0.3469025651,0.1385440774,0.3293820011,0.1241661714,0.3472508192,0.1048121303,-0.3111487031,-0.6358397007,"{""type"":""Polygon"",""coordinates"":[[[-2.7532451639713607,38.03185124314763],[-2.753138176442469,38.03129382820343],[-2.7528126594599884,38.030790003377504],[-2.7523132644458554,38.030388674583065],[-2.751675607664704,38.03013452117373],[-2.7509710669561613,38.03004088710255],[-2.750266536799009,38.03013001685811],[-2.7496333114554616,38.030384190616765],[-2.749124991043807,38.03078109831754],[-2.74879950182946,38.03128493440179],[-2.748687968954586,38.03184236261474],[-2.7487995018294606,38.03239975321879],[-2.7491205114708683,38.03289916449324],[-2.749624428138974,38.033300467361435],[-2.7502575774361353,38.03355908150495],[-2.7509621074591077,38.0336482760968],[-2.7516666480334715,38.033559064534124],[-2.752299824817489,38.0333048920024],[-2.752808179535891,38.0329080651718],[-2.753133696487375,38.032408668098],[-2.7532451639713607,38.03185124314763]]]}"
49,9,2017,P3-SDT,Pontones,strict,SDT,1709.056353,230.8479168,5.487026347,0.3593677513,0.2479795466,0.2266869052,0.2220186029,-0.4818903782,0.06940110296,0.04072072615,0.03891058777,0.04838036843,0.0427976798,0.6300129294,0.1940136999,0.4179779043,0.1530438081,0.4012788312,0.1415151901,0.3728174269,0.1183765531,-0.2881835401,-0.6404708624,"{""type"":""Polygon"",""coordinates"":[[[-2.749499530405241,38.01910715016752],[-2.7493925513942554,38.01854978683237],[-2.7490669844035347,38.01804585523298],[-2.748567629151363,38.01764459163608],[-2.7479299472191654,38.017390366003525],[-2.7472298660818577,38.01729674447769],[-2.746525316039997,38.017385944968154],[-2.7458876617990167,38.01764008392975],[-2.7453837851672147,38.01803694360515],[-2.74505824592625,38.01854086355647],[-2.744942318667048,38.019098253017155],[-2.745053842659054,38.01965559219423],[-2.745374902653354,38.02015502852679],[-2.7458787791899777,38.020556347092715],[-2.7465119539860217,38.02081495342367],[-2.747216503827699,38.02090419175313],[-2.7479209883013533,38.02081499194179],[-2.74855419059308,38.02056079528271],[-2.749062580760994,38.02016391226243],[-2.7493880717958414,38.019664514637626],[-2.749499530405241,38.01910715016752]]]}"
50,9,2018,P3-SDT,Pontones,strict,SDT,1709.056353,230.8479168,5.487026347,0.3461104092,0.2237983949,0.2021441607,0.2140193066,-0.4789822661,0.05927117679,0.03341820189,0.03141759253,0.04163593816,0.03641246793,0.5920484066,0.189677164,0.3437718299,0.1481835552,0.3183922454,0.1359293192,0.3530143499,0.09505135566,-0.3195419312,-0.5722559094,"{""type"":""Polygon"",""coordinates"":[[[-2.749499530405241,38.01910715016752],[-2.7493925513942554,38.01854978683237],[-2.7490669844035347,38.01804585523298],[-2.748567629151363,38.01764459163608],[-2.7479299472191654,38.017390366003525],[-2.7472298660818577,38.01729674447769],[-2.746525316039997,38.017385944968154],[-2.7458876617990167,38.01764008392975],[-2.7453837851672147,38.01803694360515],[-2.74505824592625,38.01854086355647],[-2.744942318667048,38.019098253017155],[-2.745053842659054,38.01965559219423],[-2.745374902653354,38.02015502852679],[-2.7458787791899777,38.020556347092715],[-2.7465119539860217,38.02081495342367],[-2.747216503827699,38.02090419175313],[-2.7479209883013533,38.02081499194179],[-2.74855419059308,38.02056079528271],[-2.749062580760994,38.02016391226243],[-2.7493880717958414,38.019664514637626],[-2.749499530405241,38.01910715016752]]]}"
51,9,2019,P3-SDT,Pontones,strict,SDT,1709.056353,230.8479168,5.487026347,0.3155661298,0.2169530433,0.1975576521,0.1947330791,-0.4704256933,0.06875270841,0.04057499112,0.03795772057,0.04118680536,0.04160455685,0.6268415451,0.1719363928,0.3756890528,0.1336021001,0.3535938999,0.1235315644,0.344764322,0.08338280022,-0.3239436746,-0.5738681555,"{""type"":""Polygon"",""coordinates"":[[[-2.749499530405241,38.01910715016752],[-2.7493925513942554,38.01854978683237],[-2.7490669844035347,38.01804585523298],[-2.748567629151363,38.01764459163608],[-2.7479299472191654,38.017390366003525],[-2.7472298660818577,38.01729674447769],[-2.746525316039997,38.017385944968154],[-2.7458876617990167,38.01764008392975],[-2.7453837851672147,38.01803694360515],[-2.74505824592625,38.01854086355647],[-2.744942318667048,38.019098253017155],[-2.745053842659054,38.01965559219423],[-2.745374902653354,38.02015502852679],[-2.7458787791899777,38.020556347092715],[-2.7465119539860217,38.02081495342367],[-2.747216503827699,38.02090419175313],[-2.7479209883013533,38.02081499194179],[-2.74855419059308,38.02056079528271],[-2.749062580760994,38.02016391226243],[-2.7493880717958414,38.019664514637626],[-2.749499530405241,38.01910715016752]]]}"
52,9,2020,P3-SDT,Pontones,strict,SDT,1709.056353,230.8479168,5.487026347,0.4113024808,0.2743284333,0.2527031877,0.2465702285,-0.4577818467,0.06570225862,0.04110751646,0.04068664124,0.03994708327,0.03979702141,0.6448451877,0.2351632118,0.4279332936,0.1720408163,0.4172679765,0.1565638222,0.4084506929,0.1313212067,-0.3063873351,-0.5688770413,"{""type"":""Polygon"",""coordinates"":[[[-2.749499530405241,38.01910715016752],[-2.7493925513942554,38.01854978683237],[-2.7490669844035347,38.01804585523298],[-2.748567629151363,38.01764459163608],[-2.7479299472191654,38.017390366003525],[-2.7472298660818577,38.01729674447769],[-2.746525316039997,38.017385944968154],[-2.7458876617990167,38.01764008392975],[-2.7453837851672147,38.01803694360515],[-2.74505824592625,38.01854086355647],[-2.744942318667048,38.019098253017155],[-2.745053842659054,38.01965559219423],[-2.745374902653354,38.02015502852679],[-2.7458787791899777,38.020556347092715],[-2.7465119539860217,38.02081495342367],[-2.747216503827699,38.02090419175313],[-2.7479209883013533,38.02081499194179],[-2.74855419059308,38.02056079528271],[-2.749062580760994,38.02016391226243],[-2.7493880717958414,38.019664514637626],[-2.749499530405241,38.01910715016752]]]}"
53,9,2021,P3-SDT,Pontones,strict,SDT,1709.056353,230.8479168,5.487026347,0.400480019,0.2649209088,0.2414890391,0.2463511685,-0.4713728765,0.05420717465,0.0308040173,0.03004708702,0.03913282837,0.03305944792,0.6601442099,0.252717495,0.3702623907,0.1845679012,0.3435879887,0.168028035,0.3869294524,0.1498558819,-0.3202630579,-0.5637939572,"{""type"":""Polygon"",""coordinates"":[[[-2.749499530405241,38.01910715016752],[-2.7493925513942554,38.01854978683237],[-2.7490669844035347,38.01804585523298],[-2.748567629151363,38.01764459163608],[-2.7479299472191654,38.017390366003525],[-2.7472298660818577,38.01729674447769],[-2.746525316039997,38.017385944968154],[-2.7458876617990167,38.01764008392975],[-2.7453837851672147,38.01803694360515],[-2.74505824592625,38.01854086355647],[-2.744942318667048,38.019098253017155],[-2.745053842659054,38.01965559219423],[-2.745374902653354,38.02015502852679],[-2.7458787791899777,38.020556347092715],[-2.7465119539860217,38.02081495342367],[-2.747216503827699,38.02090419175313],[-2.7479209883013533,38.02081499194179],[-2.74855419059308,38.02056079528271],[-2.749062580760994,38.02016391226243],[-2.7493880717958414,38.019664514637626],[-2.749499530405241,38.01910715016752]]]}"
54,9,2022,P3-SDT,Pontones,strict,SDT,1709.056353,230.8479168,5.487026347,0.3206498328,0.2134105573,0.1934842186,0.1972245079,-0.4871412217,0.06785758128,0.04077941979,0.03832305777,0.03531790151,0.0410049739,0.5797889233,0.1917494237,0.3671118836,0.1328029376,0.343731811,0.1199517799,0.3472280204,0.09562072903,-0.3413393795,-0.5908034444,"{""type"":""Polygon"",""coordinates"":[[[-2.749499530405241,38.01910715016752],[-2.7493925513942554,38.01854978683237],[-2.7490669844035347,38.01804585523298],[-2.748567629151363,38.01764459163608],[-2.7479299472191654,38.017390366003525],[-2.7472298660818577,38.01729674447769],[-2.746525316039997,38.017385944968154],[-2.7458876617990167,38.01764008392975],[-2.7453837851672147,38.01803694360515],[-2.74505824592625,38.01854086355647],[-2.744942318667048,38.019098253017155],[-2.745053842659054,38.01965559219423],[-2.745374902653354,38.02015502852679],[-2.7458787791899777,38.020556347092715],[-2.7465119539860217,38.02081495342367],[-2.747216503827699,38.02090419175313],[-2.7479209883013533,38.02081499194179],[-2.74855419059308,38.02056079528271],[-2.749062580760994,38.02016391226243],[-2.7493880717958414,38.019664514637626],[-2.749499530405241,38.01910715016752]]]}"
55,10,2017,P2-SDT,Pontones,strict,SDT,1654.657899,250.7251257,11.42289239,0.3793476508,0.252693855,0.2295285042,0.2382384279,-0.4931231574,0.09222722332,0.04568583034,0.043567644,0.0613957469,0.0583924191,0.7824156284,0.2054837197,0.4399956121,0.1451491185,0.4272376442,0.1288038131,0.4622356594,0.1070366725,-0.3093447983,-0.7043687105,"{""type"":""Polygon"",""coordinates"":[[[-2.737326212807987,38.04717270170944],[-2.7372147071479263,38.046615337352755],[-2.7368937028821794,38.04611147554512],[-2.736389770838072,38.045714631875825],[-2.7357565805611443,38.045455992463694],[-2.7350520506533877,38.04536680672487],[-2.7343475313095316,38.04545147099768],[-2.733709890448711,38.04570569229886],[-2.733205992550175,38.04610702611643],[-2.7328804617460447,38.04660643700151],[-2.73276456452,38.04716383146076],[-2.732875983720866,38.04772119885391],[-2.733197036438188,38.04822505939459],[-2.7337009342406597,38.04862642047549],[-2.734334172716853,38.04888053941394],[-2.7350386918604,38.04896972378941],[-2.7357432215678523,38.048884977535145],[-2.736380890023573,38.04863083630797],[-2.7368847460672425,38.04823402235818],[-2.7372102287096522,38.04773009661849],[-2.737326212807987,38.04717270170944]]]}"
56,10,2018,P2-SDT,Pontones,strict,SDT,1654.657899,250.7251257,11.42289239,0.3751403258,0.2407938221,0.2170494642,0.2353134827,-0.4804182471,0.07857743898,0.03893433907,0.03661915224,0.05191766078,0.04807493547,0.7029179931,0.2167487741,0.3917151163,0.1624643093,0.3673328925,0.1452671675,0.4311204553,0.1426030248,-0.2693742216,-0.6276075244,"{""type"":""Polygon"",""coordinates"":[[[-2.737326212807987,38.04717270170944],[-2.7372147071479263,38.046615337352755],[-2.7368937028821794,38.04611147554512],[-2.736389770838072,38.045714631875825],[-2.7357565805611443,38.045455992463694],[-2.7350520506533877,38.04536680672487],[-2.7343475313095316,38.04545147099768],[-2.733709890448711,38.04570569229886],[-2.733205992550175,38.04610702611643],[-2.7328804617460447,38.04660643700151],[-2.73276456452,38.04716383146076],[-2.732875983720866,38.04772119885391],[-2.733197036438188,38.04822505939459],[-2.7337009342406597,38.04862642047549],[-2.734334172716853,38.04888053941394],[-2.7350386918604,38.04896972378941],[-2.7357432215678523,38.048884977535145],[-2.736380890023573,38.04863083630797],[-2.7368847460672425,38.04823402235818],[-2.7372102287096522,38.04773009661849],[-2.737326212807987,38.04717270170944]]]}"
57,10,2019,P2-SDT,Pontones,strict,SDT,1654.657899,250.7251257,11.42289239,0.3513681112,0.2328941439,0.2112207701,0.2211528746,-0.4776422138,0.09382140203,0.0461039119,0.04302169746,0.05300405936,0.05982085817,0.7319150567,0.1941040009,0.4047785403,0.1466814917,0.3821654624,0.131408686,0.4417178929,0.1046156213,-0.2905694246,-0.6637544632,"{""type"":""Polygon"",""coordinates"":[[[-2.737326212807987,38.04717270170944],[-2.7372147071479263,38.046615337352755],[-2.7368937028821794,38.04611147554512],[-2.736389770838072,38.045714631875825],[-2.7357565805611443,38.045455992463694],[-2.7350520506533877,38.04536680672487],[-2.7343475313095316,38.04545147099768],[-2.733709890448711,38.04570569229886],[-2.733205992550175,38.04610702611643],[-2.7328804617460447,38.04660643700151],[-2.73276456452,38.04716383146076],[-2.732875983720866,38.04772119885391],[-2.733197036438188,38.04822505939459],[-2.7337009342406597,38.04862642047549],[-2.734334172716853,38.04888053941394],[-2.7350386918604,38.04896972378941],[-2.7357432215678523,38.048884977535145],[-2.736380890023573,38.04863083630797],[-2.7368847460672425,38.04823402235818],[-2.7372102287096522,38.04773009661849],[-2.737326212807987,38.04717270170944]]]}"
58,10,2020,P2-SDT,Pontones,strict,SDT,1654.657899,250.7251257,11.42289239,0.3923849372,0.2466727936,0.2228685287,0.2431537455,-0.4758033696,0.08566144491,0.04410461973,0.04185653591,0.05122993574,0.05651062933,0.726937294,0.2361515164,0.4063917526,0.1557703807,0.3920067454,0.1375390045,0.464844048,0.1229496151,-0.3022737503,-0.6372585893,"{""type"":""Polygon"",""coordinates"":[[[-2.737326212807987,38.04717270170944],[-2.7372147071479263,38.046615337352755],[-2.7368937028821794,38.04611147554512],[-2.736389770838072,38.045714631875825],[-2.7357565805611443,38.045455992463694],[-2.7350520506533877,38.04536680672487],[-2.7343475313095316,38.04545147099768],[-2.733709890448711,38.04570569229886],[-2.733205992550175,38.04610702611643],[-2.7328804617460447,38.04660643700151],[-2.73276456452,38.04716383146076],[-2.732875983720866,38.04772119885391],[-2.733197036438188,38.04822505939459],[-2.7337009342406597,38.04862642047549],[-2.734334172716853,38.04888053941394],[-2.7350386918604,38.04896972378941],[-2.7357432215678523,38.048884977535145],[-2.736380890023573,38.04863083630797],[-2.7368847460672425,38.04823402235818],[-2.7372102287096522,38.04773009661849],[-2.737326212807987,38.04717270170944]]]}"
59,10,2021,P2-SDT,Pontones,strict,SDT,1654.657899,250.7251257,11.42289239,0.415515336,0.2619532011,0.2371492527,0.2583005692,-0.4976804687,0.08593628543,0.04019443222,0.03846714616,0.05410111946,0.05456301478,0.7679772973,0.2453608215,0.4365790593,0.1533892383,0.4239335982,0.1350239498,0.460457772,0.1363720447,-0.3062655926,-0.6812564135,"{""type"":""Polygon"",""coordinates"":[[[-2.737326212807987,38.04717270170944],[-2.7372147071479263,38.046615337352755],[-2.7368937028821794,38.04611147554512],[-2.736389770838072,38.045714631875825],[-2.7357565805611443,38.045455992463694],[-2.7350520506533877,38.04536680672487],[-2.7343475313095316,38.04545147099768],[-2.733709890448711,38.04570569229886],[-2.733205992550175,38.04610702611643],[-2.7328804617460447,38.04660643700151],[-2.73276456452,38.04716383146076],[-2.732875983720866,38.04772119885391],[-2.733197036438188,38.04822505939459],[-2.7337009342406597,38.04862642047549],[-2.734334172716853,38.04888053941394],[-2.7350386918604,38.04896972378941],[-2.7357432215678523,38.048884977535145],[-2.736380890023573,38.04863083630797],[-2.7368847460672425,38.04823402235818],[-2.7372102287096522,38.04773009661849],[-2.737326212807987,38.04717270170944]]]}"
60,10,2022,P2-SDT,Pontones,strict,SDT,1654.657899,250.7251257,11.42289239,0.3314681185,0.2167422918,0.19511414,0.2092008396,-0.4987303734,0.08706301719,0.03984344938,0.036361413,0.05115904673,0.05459502047,0.6977854967,0.1851851791,0.3800210488,0.1406712734,0.3533735958,0.1253488035,0.4261717796,0.07425408065,-0.325720489,-0.6765067577,"{""type"":""Polygon"",""coordinates"":[[[-2.737326212807987,38.04717270170944],[-2.7372147071479263,38.046615337352755],[-2.7368937028821794,38.04611147554512],[-2.736389770838072,38.045714631875825],[-2.7357565805611443,38.045455992463694],[-2.7350520506533877,38.04536680672487],[-2.7343475313095316,38.04545147099768],[-2.733709890448711,38.04570569229886],[-2.733205992550175,38.04610702611643],[-2.7328804617460447,38.04660643700151],[-2.73276456452,38.04716383146076],[-2.732875983720866,38.04772119885391],[-2.733197036438188,38.04822505939459],[-2.7337009342406597,38.04862642047549],[-2.734334172716853,38.04888053941394],[-2.7350386918604,38.04896972378941],[-2.7357432215678523,38.048884977535145],[-2.736380890023573,38.04863083630797],[-2.7368847460672425,38.04823402235818],[-2.7372102287096522,38.04773009661849],[-2.737326212807987,38.04717270170944]]]}"
61,11,2017,C2-LDT,Castril,flexible,LDT,1671.969161,148.2385426,11.39724737,0.3034693297,0.2208713575,0.2032233393,0.1863249968,-0.4410774478,0.07033029977,0.04551622182,0.04276963228,0.05645081646,0.04146863307,0.5419336557,0.1574425697,0.3765455295,0.1244640065,0.3566714464,0.1147064893,0.3115490377,0.08611447364,-0.29120332,-0.6003028154,"{""type"":""Polygon"",""coordinates"":[[[-2.7279977703843663,37.94338715872161],[-2.7278907644136865,37.94282979366631],[-2.7275696720744693,37.94233037277061],[-2.72706584004513,37.94192905505016],[-2.7264326236640017,37.94167042030371],[-2.725728081820878,37.94158124561645],[-2.725023550549542,37.941665944026845],[-2.7243903617105967,37.94192456593408],[-2.7238864879118685,37.94232143437047],[-2.723560945818261,37.94282083692049],[-2.72344499570637,37.943378260166355],[-2.7235564686816627,37.94393560385644],[-2.723877533577004,37.94443946914525],[-2.724377005949775,37.944840805608706],[-2.7250101946085925,37.94509499560664],[-2.725714725679513,37.94518861262665],[-2.7264192673222256,37.94509946922039],[-2.7270568851038948,37.944845269772145],[-2.7275607929272945,37.944448401601235],[-2.7278862868642006,37.94394455802527],[-2.7279977703843663,37.94338715872161]]]}"
62,11,2018,C2-LDT,Castril,flexible,LDT,1671.969161,148.2385426,11.39724737,0.2697754475,0.1926616179,0.1755996371,0.1638046254,-0.4438157296,0.04883202785,0.02847850907,0.0261498718,0.04474777133,0.02878565277,0.4347254336,0.1673655212,0.3156090585,0.1277718925,0.2975375034,0.1153141146,0.26680094,0.08877906948,-0.3259474039,-0.5576668382,"{""type"":""Polygon"",""coordinates"":[[[-2.7279977703843663,37.94338715872161],[-2.7278907644136865,37.94282979366631],[-2.7275696720744693,37.94233037277061],[-2.72706584004513,37.94192905505016],[-2.7264326236640017,37.94167042030371],[-2.725728081820878,37.94158124561645],[-2.725023550549542,37.941665944026845],[-2.7243903617105967,37.94192456593408],[-2.7238864879118685,37.94232143437047],[-2.723560945818261,37.94282083692049],[-2.72344499570637,37.943378260166355],[-2.7235564686816627,37.94393560385644],[-2.723877533577004,37.94443946914525],[-2.724377005949775,37.944840805608706],[-2.7250101946085925,37.94509499560664],[-2.725714725679513,37.94518861262665],[-2.7264192673222256,37.94509946922039],[-2.7270568851038948,37.944845269772145],[-2.7275607929272945,37.944448401601235],[-2.7278862868642006,37.94394455802527],[-2.7279977703843663,37.94338715872161]]]}"
63,11,2019,C2-LDT,Castril,flexible,LDT,1671.969161,148.2385426,11.39724737,0.2456064628,0.1888986453,0.1747997075,0.1462038142,-0.4500162585,0.04597713179,0.03245449266,0.03059356601,0.04211949713,0.02737137519,0.4461716115,0.1586888433,0.3395014966,0.1267354864,0.3212380139,0.1157660095,0.2600070834,0.07761505991,-0.3314854205,-0.5647706389,"{""type"":""Polygon"",""coordinates"":[[[-2.7279977703843663,37.94338715872161],[-2.7278907644136865,37.94282979366631],[-2.7275696720744693,37.94233037277061],[-2.72706584004513,37.94192905505016],[-2.7264326236640017,37.94167042030371],[-2.725728081820878,37.94158124561645],[-2.725023550549542,37.941665944026845],[-2.7243903617105967,37.94192456593408],[-2.7238864879118685,37.94232143437047],[-2.723560945818261,37.94282083692049],[-2.72344499570637,37.943378260166355],[-2.7235564686816627,37.94393560385644],[-2.723877533577004,37.94443946914525],[-2.724377005949775,37.944840805608706],[-2.7250101946085925,37.94509499560664],[-2.725714725679513,37.94518861262665],[-2.7264192673222256,37.94509946922039],[-2.7270568851038948,37.944845269772145],[-2.7275607929272945,37.944448401601235],[-2.7278862868642006,37.94394455802527],[-2.7279977703843663,37.94338715872161]]]}"
64,11,2020,C2-LDT,Castril,flexible,LDT,1671.969161,148.2385426,11.39724737,0.3109035003,0.2069959992,0.1850670104,0.1799733445,-0.4415590334,0.06976745387,0.03862080074,0.03768783468,0.04640824535,0.04009608559,0.5426303148,0.1374106407,0.3527482029,0.1009329396,0.3355021228,0.08850913037,0.3050974011,0.0487443395,-0.3225382566,-0.5758763552,"{""type"":""Polygon"",""coordinates"":[[[-2.7279977703843663,37.94338715872161],[-2.7278907644136865,37.94282979366631],[-2.7275696720744693,37.94233037277061],[-2.72706584004513,37.94192905505016],[-2.7264326236640017,37.94167042030371],[-2.725728081820878,37.94158124561645],[-2.725023550549542,37.941665944026845],[-2.7243903617105967,37.94192456593408],[-2.7238864879118685,37.94232143437047],[-2.723560945818261,37.94282083692049],[-2.72344499570637,37.943378260166355],[-2.7235564686816627,37.94393560385644],[-2.723877533577004,37.94443946914525],[-2.724377005949775,37.944840805608706],[-2.7250101946085925,37.94509499560664],[-2.725714725679513,37.94518861262665],[-2.7264192673222256,37.94509946922039],[-2.7270568851038948,37.944845269772145],[-2.7275607929272945,37.944448401601235],[-2.7278862868642006,37.94394455802527],[-2.7279977703843663,37.94338715872161]]]}"
