fid_unique,fid,year,Nom,commune,governance,type_pasto,elevation_mean,aspect_mean,slope_mean,NDVI_mean,SAVI_mean,MSAVI_mean,NDRE_mean,MNDWI_mean,NDVI_stdDev,SAVI_stdDev,MSAVI_stdDev,MNDWI_stdDev,NDRE_stdDev,NDVI_max,NDVI_min,SAVI_max,SAVI_min,MSAVI_max,MSAVI_min,NDRE_max,NDRE_min,MNDWI_max,MNDWI_min,.geo
87,15,2019,C1-SDT,Castril,flexible,SDT,1802.277264,214.3353328,6.789431591,0.2659088367,0.1998755847,0.1843870815,0.1625617823,-0.4475734372,0.04738642641,0.03295101488,0.03175667847,0.05336962829,0.02999890778,0.4416753054,0.1402809024,0.3551679347,0.1139652677,0.3424161647,0.1053118703,0.2686524689,0.07422451675,-0.2912621498,-0.5713932514,"{""type"":""Polygon"",""coordinates"":[[[-2.687495770645575,37.957709806994714],[-2.687384231733557,37.95715237132172],[-2.6870631891967687,37.95664849192795],[-2.68656381092094,37.95625166399555],[-2.685926137022607,37.955993046965126],[-2.685226070557087,37.955903873341384],[-2.684521541151982,37.95598856120225],[-2.683883895075364,37.95624274147504],[-2.6833800015979743,37.95663960879266],[-2.6830545132544716,37.95714349230411],[-2.682938511666622,37.95769641097865],[-2.683050039985297,37.958253767176394],[-2.6833710549978282,37.958757647116926],[-2.683874948378894,37.95915897583406],[-2.6845081209250905,37.95941761279442],[-2.6852082524743555,37.959506783352985],[-2.6859127922157464,37.95942209421578],[-2.686550390108505,37.959167915059766],[-2.687054317717212,37.9587710480547],[-2.6873798338757156,37.95826716562961],[-2.687495770645575,37.957709806994714]]]}"
88,15,2020,C1-SDT,Castril,flexible,SDT,1802.277264,214.3353328,6.789431591,0.3383829415,0.2281972203,0.208088795,0.2062504829,-0.442776961,0.06956570633,0.042926772,0.04076091189,0.0550358949,0.03984863954,0.5794872046,0.1723387986,0.3904242769,0.1282869463,0.3747779894,0.1185419339,0.3515572548,0.09594594687,-0.2886785567,-0.5558103919,"{""type"":""Polygon"",""coordinates"":[[[-2.687495770645575,37.957709806994714],[-2.687384231733557,37.95715237132172],[-2.6870631891967687,37.95664849192795],[-2.68656381092094,37.95625166399555],[-2.685926137022607,37.955993046965126],[-2.685226070557087,37.955903873341384],[-2.684521541151982,37.95598856120225],[-2.683883895075364,37.95624274147504],[-2.6833800015979743,37.95663960879266],[-2.6830545132544716,37.95714349230411],[-2.682938511666622,37.95769641097865],[-2.683050039985297,37.958253767176394],[-2.6833710549978282,37.958757647116926],[-2.683874948378894,37.95915897583406],[-2.6845081209250905,37.95941761279442],[-2.6852082524743555,37.959506783352985],[-2.6859127922157464,37.95942209421578],[-2.686550390108505,37.959167915059766],[-2.687054317717212,37.9587710480547],[-2.6873798338757156,37.95826716562961],[-2.687495770645575,37.957709806994714]]]}"
89,15,2021,C1-SDT,Castril,flexible,SDT,1802.277264,214.3353328,6.789431591,0.3341080984,0.2408759064,0.2224644202,0.208064106,-0.4589777509,0.06894646876,0.04990395826,0.04957697682,0.05573887397,0.03993800888,0.6114884615,0.1690674722,0.4681707545,0.130754717,0.4637469844,0.1206460049,0.3816230595,0.09124850482,-0.3020009696,-0.6161893606,"{""type"":""Polygon"",""coordinates"":[[[-2.687495770645575,37.957709806994714],[-2.687384231733557,37.95715237132172],[-2.6870631891967687,37.95664849192795],[-2.68656381092094,37.95625166399555],[-2.685926137022607,37.955993046965126],[-2.685226070557087,37.955903873341384],[-2.684521541151982,37.95598856120225],[-2.683883895075364,37.95624274147504],[-2.6833800015979743,37.95663960879266],[-2.6830545132544716,37.95714349230411],[-2.682938511666622,37.95769641097865],[-2.683050039985297,37.958253767176394],[-2.6833710549978282,37.958757647116926],[-2.683874948378894,37.95915897583406],[-2.6845081209250905,37.95941761279442],[-2.6852082524743555,37.959506783352985],[-2.6859127922157464,37.95942209421578],[-2.686550390108505,37.959167915059766],[-2.687054317717212,37.9587710480547],[-2.6873798338757156,37.95826716562961],[-2.687495770645575,37.957709806994714]]]}"
90,15,2022,C1-SDT,Castril,flexible,SDT,1802.277264,214.3353328,6.789431591,0.2467219981,0.1815780749,0.167007353,0.1521772902,-0.4568378861,0.04546601829,0.02961375483,0.02762256999,0.04922184829,0.02970533303,0.4111198187,0.1478112936,0.311634349,0.1189432213,0.2944599325,0.1095259971,0.2664329112,0.06320176274,-0.3060453534,-0.5886829495,"{""type"":""Polygon"",""coordinates"":[[[-2.687495770645575,37.957709806994714],[-2.687384231733557,37.95715237132172],[-2.6870631891967687,37.95664849192795],[-2.68656381092094,37.95625166399555],[-2.685926137022607,37.955993046965126],[-2.685226070557087,37.955903873341384],[-2.684521541151982,37.95598856120225],[-2.683883895075364,37.95624274147504],[-2.6833800015979743,37.95663960879266],[-2.6830545132544716,37.95714349230411],[-2.682938511666622,37.95769641097865],[-2.683050039985297,37.958253767176394],[-2.6833710549978282,37.958757647116926],[-2.683874948378894,37.95915897583406],[-2.6845081209250905,37.95941761279442],[-2.6852082524743555,37.959506783352985],[-2.6859127922157464,37.95942209421578],[-2.686550390108505,37.959167915059766],[-2.687054317717212,37.9587710480547],[-2.6873798338757156,37.95826716562961],[-2.687495770645575,37.957709806994714]]]}"
91,16,2017,C3-SDT,Castril,flexible,SDT,1635.520963,291.3209859,12.31895813,0.3386188386,0.2585461078,0.2434705419,0.2108563112,-0.4411004385,0.1033036027,0.07323992682,0.07144384265,0.08590326997,0.06549670986,0.6469188333,0.08371133357,0.512545009,0.08261637942,0.514403114,0.08166004364,0.3919146955,0.02492489852,-0.1360325515,-0.6795577407,"{""type"":""Polygon"",""coordinates"":[[[-2.723329045880869,37.92652284318435],[-2.7232220505498885,37.92596541485329],[-2.7229009901375485,37.925461570032894],[-2.722397132324615,37.92506020931855],[-2.721763903029162,37.92480164128824],[-2.7210638322675376,37.92471246867435],[-2.7203592951160127,37.9248015989647],[-2.7197216924196943,37.92505574937775],[-2.7192177928586947,37.92545261175109],[-2.7188922831441884,37.92595204110526],[-2.718780821245733,37.926509413223705],[-2.7188878064528983,37.927066842702665],[-2.71920883941444,37.92757068811087],[-2.719712738879303,37.92797204681794],[-2.7203459405020807,37.9282306945759],[-2.721050477453139,37.92831984348742],[-2.7217505480155686,37.92823065365611],[-2.7223881782738406,37.92797650257949],[-2.722892111873254,37.927579640458234],[-2.72321757344561,37.92708021380612],[-2.723329045880869,37.92652284318435]]]}"
92,16,2018,C3-SDT,Castril,flexible,SDT,1635.520963,291.3209859,12.31895813,0.3154021584,0.2262420633,0.2101743547,0.1937293064,-0.4308038149,0.07710281032,0.04594113824,0.04285977796,0.07445977946,0.04944548423,0.523932755,0.096339643,0.3790801187,0.09101192493,0.3546002474,0.09030483148,0.3149022162,0.03544695303,-0.1550317109,-0.6123949289,"{""type"":""Polygon"",""coordinates"":[[[-2.723329045880869,37.92652284318435],[-2.7232220505498885,37.92596541485329],[-2.7229009901375485,37.925461570032894],[-2.722397132324615,37.92506020931855],[-2.721763903029162,37.92480164128824],[-2.7210638322675376,37.92471246867435],[-2.7203592951160127,37.9248015989647],[-2.7197216924196943,37.92505574937775],[-2.7192177928586947,37.92545261175109],[-2.7188922831441884,37.92595204110526],[-2.718780821245733,37.926509413223705],[-2.7188878064528983,37.927066842702665],[-2.71920883941444,37.92757068811087],[-2.719712738879303,37.92797204681794],[-2.7203459405020807,37.9282306945759],[-2.721050477453139,37.92831984348742],[-2.7217505480155686,37.92823065365611],[-2.7223881782738406,37.92797650257949],[-2.722892111873254,37.927579640458234],[-2.72321757344561,37.92708021380612],[-2.723329045880869,37.92652284318435]]]}"
93,16,2019,C3-SDT,Castril,flexible,SDT,1635.520963,291.3209859,12.31895813,0.2775845023,0.2108366268,0.1957723978,0.1719157716,-0.4485205017,0.06032621458,0.03885215345,0.03616337359,0.06789972021,0.03959333126,0.4632638395,0.1038677916,0.3527347705,0.09620159629,0.3398445292,0.09331924192,0.2940700352,0.03914509714,-0.1933062226,-0.6392326951,"{""type"":""Polygon"",""coordinates"":[[[-2.723329045880869,37.92652284318435],[-2.7232220505498885,37.92596541485329],[-2.7229009901375485,37.925461570032894],[-2.722397132324615,37.92506020931855],[-2.721763903029162,37.92480164128824],[-2.7210638322675376,37.92471246867435],[-2.7203592951160127,37.9248015989647],[-2.7197216924196943,37.92505574937775],[-2.7192177928586947,37.92545261175109],[-2.7188922831441884,37.92595204110526],[-2.718780821245733,37.926509413223705],[-2.7188878064528983,37.927066842702665],[-2.71920883941444,37.92757068811087],[-2.719712738879303,37.92797204681794],[-2.7203459405020807,37.9282306945759],[-2.721050477453139,37.92831984348742],[-2.7217505480155686,37.92823065365611],[-2.7223881782738406,37.92797650257949],[-2.722892111873254,37.927579640458234],[-2.72321757344561,37.92708021380612],[-2.723329045880869,37.92652284318435]]]}"
94,16,2020,C3-SDT,Castril,flexible,SDT,1635.520963,291.3209859,12.31895813,0.3177442903,0.2347031174,0.2181525854,0.1910585961,-0.4258481038,0.0721253214,0.04838978239,0.04613039699,0.0667553035,0.04363146036,0.5528461933,0.1120805144,0.3957071793,0.1053804716,0.3828901213,0.1026087354,0.3321557939,0.04337950796,-0.1588624865,-0.5846166015,"{""type"":""Polygon"",""coordinates"":[[[-2.723329045880869,37.92652284318435],[-2.7232220505498885,37.92596541485329],[-2.7229009901375485,37.925461570032894],[-2.722397132324615,37.92506020931855],[-2.721763903029162,37.92480164128824],[-2.7210638322675376,37.92471246867435],[-2.7203592951160127,37.9248015989647],[-2.7197216924196943,37.92505574937775],[-2.7192177928586947,37.92545261175109],[-2.7188922831441884,37.92595204110526],[-2.718780821245733,37.926509413223705],[-2.7188878064528983,37.927066842702665],[-2.71920883941444,37.92757068811087],[-2.719712738879303,37.92797204681794],[-2.7203459405020807,37.9282306945759],[-2.721050477453139,37.92831984348742],[-2.7217505480155686,37.92823065365611],[-2.7223881782738406,37.92797650257949],[-2.722892111873254,37.927579640458234],[-2.72321757344561,37.92708021380612],[-2.723329045880869,37.92652284318435]]]}"
95,16,2021,C3-SDT,Castril,flexible,SDT,1635.520963,291.3209859,12.31895813,0.3342856899,0.2333473695,0.2153605096,0.2031953899,-0.4499205977,0.0769240199,0.04673823857,0.04383858017,0.07268430916,0.04796470412,0.5763221383,0.1057646349,0.4340321261,0.1004491633,0.4234586039,0.09893458348,0.3561094105,0.03211968765,-0.1605311334,-0.6278679371,"{""type"":""Polygon"",""coordinates"":[[[-2.723329045880869,37.92652284318435],[-2.7232220505498885,37.92596541485329],[-2.7229009901375485,37.925461570032894],[-2.722397132324615,37.92506020931855],[-2.721763903029162,37.92480164128824],[-2.7210638322675376,37.92471246867435],[-2.7203592951160127,37.9248015989647],[-2.7197216924196943,37.92505574937775],[-2.7192177928586947,37.92545261175109],[-2.7188922831441884,37.92595204110526],[-2.718780821245733,37.926509413223705],[-2.7188878064528983,37.927066842702665],[-2.71920883941444,37.92757068811087],[-2.719712738879303,37.92797204681794],[-2.7203459405020807,37.9282306945759],[-2.721050477453139,37.92831984348742],[-2.7217505480155686,37.92823065365611],[-2.7223881782738406,37.92797650257949],[-2.722892111873254,37.927579640458234],[-2.72321757344561,37.92708021380612],[-2.723329045880869,37.92652284318435]]]}"
96,16,2022,C3-SDT,Castril,flexible,SDT,1635.520963,291.3209859,12.31895813,0.2935436266,0.2102234861,0.1941687583,0.1814511808,-0.4620523685,0.06460854592,0.03937451725,0.03663545508,0.070919722,0.04203295577,0.5053259134,0.1070980504,0.3711938491,0.09563814048,0.3569857906,0.09146852618,0.3072046936,0.03766634688,-0.1823149621,-0.6456010938,"{""type"":""Polygon"",""coordinates"":[[[-2.723329045880869,37.92652284318435],[-2.7232220505498885,37.92596541485329],[-2.7229009901375485,37.925461570032894],[-2.722397132324615,37.92506020931855],[-2.721763903029162,37.92480164128824],[-2.7210638322675376,37.92471246867435],[-2.7203592951160127,37.9248015989647],[-2.7197216924196943,37.92505574937775],[-2.7192177928586947,37.92545261175109],[-2.7188922831441884,37.92595204110526],[-2.718780821245733,37.926509413223705],[-2.7188878064528983,37.927066842702665],[-2.71920883941444,37.92757068811087],[-2.719712738879303,37.92797204681794],[-2.7203459405020807,37.9282306945759],[-2.721050477453139,37.92831984348742],[-2.7217505480155686,37.92823065365611],[-2.7223881782738406,37.92797650257949],[-2.722892111873254,37.927579640458234],[-2.72321757344561,37.92708021380612],[-2.723329045880869,37.92652284318435]]]}"
97,17,2017,P1-SDT,Pontones,strict,SDT,1629.334466,203.6386255,10.1626771,0.4534038164,0.3027489304,0.2854048396,0.2735838564,-0.513635509,0.1665650416,0.1189117949,0.127769282,0.04674666826,0.1040063443,0.8340059519,0.1732816994,0.6741215531,0.1320708313,0.7223009729,0.1204979854,0.5756506324,0.08627222478,-0.3167763054,-0.6120482087,"{""type"":""Polygon"",""coordinates"":[[[-2.6641924925323384,38.08763017139947],[-2.66408100917647,38.08707272725222],[-2.6637599749752,38.086568873218575],[-2.6632605422995317,38.086172007594506],[-2.6626228829057026,38.08591339430471],[-2.661918315014161,38.08582423940723],[-2.6612138335295445,38.08590891670998],[-2.660576126285225,38.08616309917404],[-2.6600722565686423,38.086559955798236],[-2.6597467788691667,38.08705937602029],[-2.6596308350909306,38.08761679496165],[-2.6597378367897533,38.08817417995798],[-2.6600633902077893,38.088678012528526],[-2.6605627887103003,38.08907931229436],[-2.6612004199898713,38.08933800516203],[-2.6619049770560816,38.089427158716425],[-2.662609468961514,38.089342399529585],[-2.663247128172292,38.089088298868326],[-2.663751032127702,38.088691442652596],[-2.664076537721791,38.088187508385005],[-2.6641924925323384,38.08763017139947]]]}"
98,17,2018,P1-SDT,Pontones,strict,SDT,1629.334466,203.6386255,10.1626771,0.4176194827,0.2584118441,0.2377679892,0.2538231405,-0.5063424852,0.1329370021,0.08662289004,0.0890698431,0.04295448378,0.0798525107,0.7931991816,0.199874118,0.5646410308,0.1491312741,0.584372926,0.1301468413,0.5288239717,0.09649952501,-0.2890973687,-0.6017315984,"{""type"":""Polygon"",""coordinates"":[[[-2.6641924925323384,38.08763017139947],[-2.66408100917647,38.08707272725222],[-2.6637599749752,38.086568873218575],[-2.6632605422995317,38.086172007594506],[-2.6626228829057026,38.08591339430471],[-2.661918315014161,38.08582423940723],[-2.6612138335295445,38.08590891670998],[-2.660576126285225,38.08616309917404],[-2.6600722565686423,38.086559955798236],[-2.6597467788691667,38.08705937602029],[-2.6596308350909306,38.08761679496165],[-2.6597378367897533,38.08817417995798],[-2.6600633902077893,38.088678012528526],[-2.6605627887103003,38.08907931229436],[-2.6612004199898713,38.08933800516203],[-2.6619049770560816,38.089427158716425],[-2.662609468961514,38.089342399529585],[-2.663247128172292,38.089088298868326],[-2.663751032127702,38.088691442652596],[-2.664076537721791,38.088187508385005],[-2.6641924925323384,38.08763017139947]]]}"
99,17,2019,P1-SDT,Pontones,strict,SDT,1629.334466,203.6386255,10.1626771,0.4028110601,0.2643391505,0.2456841205,0.241829701,-0.4963678925,0.1422076952,0.09310698712,0.09471001701,0.03711425961,0.08609779261,0.8010896444,0.1844483912,0.5748704916,0.1350180265,0.5931857302,0.1235117198,0.5008199215,0.1044691131,-0.3315675557,-0.596543014,"{""type"":""Polygon"",""coordinates"":[[[-2.6641924925323384,38.08763017139947],[-2.66408100917647,38.08707272725222],[-2.6637599749752,38.086568873218575],[-2.6632605422995317,38.086172007594506],[-2.6626228829057026,38.08591339430471],[-2.661918315014161,38.08582423940723],[-2.6612138335295445,38.08590891670998],[-2.660576126285225,38.08616309917404],[-2.6600722565686423,38.086559955798236],[-2.6597467788691667,38.08705937602029],[-2.6596308350909306,38.08761679496165],[-2.6597378367897533,38.08817417995798],[-2.6600633902077893,38.088678012528526],[-2.6605627887103003,38.08907931229436],[-2.6612004199898713,38.08933800516203],[-2.6619049770560816,38.089427158716425],[-2.662609468961514,38.089342399529585],[-2.663247128172292,38.089088298868326],[-2.663751032127702,38.088691442652596],[-2.664076537721791,38.088187508385005],[-2.6641924925323384,38.08763017139947]]]}"
100,17,2020,P1-SDT,Pontones,strict,SDT,1629.334466,203.6386255,10.1626771,0.4977483042,0.3330429628,0.3158382909,0.2956547424,-0.4795478008,0.1379671184,0.09784777696,0.1041465322,0.03944653581,0.08495786398,0.8299120069,0.2211462855,0.5959460689,0.1757730363,0.6212045653,0.1603620027,0.5518561006,0.1243122965,-0.2870296836,-0.5746691823,"{""type"":""Polygon"",""coordinates"":[[[-2.6641924925323384,38.08763017139947],[-2.66408100917647,38.08707272725222],[-2.6637599749752,38.086568873218575],[-2.6632605422995317,38.086172007594506],[-2.6626228829057026,38.08591339430471],[-2.661918315014161,38.08582423940723],[-2.6612138335295445,38.08590891670998],[-2.660576126285225,38.08616309917404],[-2.6600722565686423,38.086559955798236],[-2.6597467788691667,38.08705937602029],[-2.6596308350909306,38.08761679496165],[-2.6597378367897533,38.08817417995798],[-2.6600633902077893,38.088678012528526],[-2.6605627887103003,38.08907931229436],[-2.6612004199898713,38.08933800516203],[-2.6619049770560816,38.089427158716425],[-2.662609468961514,38.089342399529585],[-2.663247128172292,38.089088298868326],[-2.663751032127702,38.088691442652596],[-2.664076537721791,38.088187508385005],[-2.6641924925323384,38.08763017139947]]]}"
101,17,2021,P1-SDT,Pontones,strict,SDT,1629.334466,203.6386255,10.1626771,0.4592241212,0.2929012994,0.2704254019,0.2805411252,-0.5059238649,0.1243688091,0.08890630324,0.09398660026,0.03896805887,0.07666083158,0.7417850494,0.2269129008,0.5419295746,0.1589079835,0.552475772,0.1398872915,0.4824791551,0.1269987077,-0.354051441,-0.5959697962,"{""type"":""Polygon"",""coordinates"":[[[-2.6641924925323384,38.08763017139947],[-2.66408100917647,38.08707272725222],[-2.6637599749752,38.086568873218575],[-2.6632605422995317,38.086172007594506],[-2.6626228829057026,38.08591339430471],[-2.661918315014161,38.08582423940723],[-2.6612138335295445,38.08590891670998],[-2.660576126285225,38.08616309917404],[-2.6600722565686423,38.086559955798236],[-2.6597467788691667,38.08705937602029],[-2.6596308350909306,38.08761679496165],[-2.6597378367897533,38.08817417995798],[-2.6600633902077893,38.088678012528526],[-2.6605627887103003,38.08907931229436],[-2.6612004199898713,38.08933800516203],[-2.6619049770560816,38.089427158716425],[-2.662609468961514,38.089342399529585],[-2.663247128172292,38.089088298868326],[-2.663751032127702,38.088691442652596],[-2.664076537721791,38.088187508385005],[-2.6641924925323384,38.08763017139947]]]}"
102,17,2022,P1-SDT,Pontones,strict,SDT,1629.334466,203.6386255,10.1626771,0.396521249,0.2588754615,0.239212319,0.2451410484,-0.5084476391,0.1397497138,0.092201549,0.09460648053,0.03705401844,0.0890709631,0.7728086114,0.1855599582,0.5611232387,0.1358560794,0.5761790831,0.122304007,0.5223430991,0.08755324036,-0.3333333433,-0.6039131284,"{""type"":""Polygon"",""coordinates"":[[[-2.6641924925323384,38.08763017139947],[-2.66408100917647,38.08707272725222],[-2.6637599749752,38.086568873218575],[-2.6632605422995317,38.086172007594506],[-2.6626228829057026,38.08591339430471],[-2.661918315014161,38.08582423940723],[-2.6612138335295445,38.08590891670998],[-2.660576126285225,38.08616309917404],[-2.6600722565686423,38.086559955798236],[-2.6597467788691667,38.08705937602029],[-2.6596308350909306,38.08761679496165],[-2.6597378367897533,38.08817417995798],[-2.6600633902077893,38.088678012528526],[-2.6605627887103003,38.08907931229436],[-2.6612004199898713,38.08933800516203],[-2.6619049770560816,38.089427158716425],[-2.662609468961514,38.089342399529585],[-2.663247128172292,38.089088298868326],[-2.663751032127702,38.088691442652596],[-2.664076537721791,38.088187508385005],[-2.6641924925323384,38.08763017139947]]]}"
